City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,nazarovo,56.0064,90.3914,17.52,93,100,1.91,RU,1722814318
363,kitangari,-10.65,39.3333,15.76,98,7,1.14,TZ,1722814319
364,chernyshevskiy,63.0128,112.4714,17.28,50,2,1.52,RU,1722814320
365,inirida,3.8653,-67.9239,24.67,88,100,1.16,CO,1722814321
366,say,13.1007,2.3689,28.31,78,100,4.91,NE,1722814322
367,pangody,65.85,74.4859,11.93,60,97,7.54,RU,1722814323
368,genhe,50.7833,121.5167,17.56,92,98,2.35,CN,1722814326
369,comodoro rivadavia,-45.8667,-67.5,7.92,81,75,2.57,AR,1722813664
370,leshan,29.5623,103.7639,24.81,86,3,0.41,CN,1722814328
371,jahangirabad,28.4167,78.1,26.8,84,54,7.67,IN,1722814329
372,kuanda,56.3161,116.0806,16.47,77,15,1.2,RU,1722814330
373,shetpe,44.1667,52.1167,26.41,41,43,4.11,KZ,1722814333
374,batu pahat,1.8548,102.9325,24.52,90,96,1.27,MY,1722814334
375,greymouth,-42.4667,171.2,6.71,93,100,2.2,NZ,1722814335
376,dadukou,26.5479,101.7054,22.55,91,89,0.55,CN,1722814336
377,golpayegan,33.4537,50.2884,25.16,26,12,0.96,IR,1722814338
378,mende,44.6667,3.5,12.2,98,58,2.0,FR,1722814340
379,pontes e lacerda,-15.2261,-59.3353,26.7,36,29,1.51,BR,1722814341
380,buckie,57.6757,-2.9624,16.69,87,100,5.44,GB,1722814342
381,olonets,60.9847,32.9698,13.06,95,44,1.69,RU,1722814343
382,mazagao,-0.115,-51.2894,30.03,78,13,3.01,BR,1722814344
383,mount isa,-20.7333,139.5,20.87,52,100,1.54,AU,1722814345
384,papao,-17.75,-149.55,27.82,71,23,5.81,PF,1722814346
385,camalu,30.85,-116.0667,22.63,70,62,4.18,MX,1722814347
386,tampakan,6.4442,124.9264,26.79,83,88,0.78,PH,1722814350
387,meulaboh,4.1363,96.1285,25.01,90,85,1.56,ID,1722814351
388,donggang,28.9365,114.2259,30.65,68,1,0.68,CN,1722814352
389,okha,53.5739,142.9478,15.14,61,100,7.65,RU,1722814353
390,hilo,19.7297,-155.09,30.53,74,75,5.14,US,1722814084
391,kirensk,57.7853,108.1119,16.32,67,84,1.15,RU,1722814356
392,saldanha,-33.0117,17.9442,4.03,59,50,1.63,ZA,1722814357
393,glace bay,46.1969,-59.957,26.09,83,95,3.03,CA,1722814358
394,luderitz,-26.6481,15.1594,12.48,82,42,4.9,NA,1722814359
395,al bayda',32.7627,21.7551,22.9,46,0,1.07,LY,1722814360
396,thunder bay,48.4001,-89.3168,20.95,49,75,3.09,CA,1722814249
397,saint-felicien,48.6501,-72.4491,20.38,64,75,1.03,CA,1722814362
398,novosemeykino,53.3833,50.3667,16.53,94,40,2.0,RU,1722814364
399,general conesa,-40.1,-64.4333,13.49,39,95,5.65,AR,1722814365
400,kapa'a,22.0752,-159.319,29.18,64,0,6.69,US,1722814284
401,sarupathar,26.1984,93.8094,24.76,98,100,0.71,IN,1722814367
402,nemuro,43.3236,145.575,15.46,99,100,2.63,JP,1722814325
403,argo,37.6333,22.7333,26.55,53,4,0.95,GR,1722814369
404,quellon,-43.1167,-73.6167,7.18,95,100,1.98,CL,1722814370
405,sungai raya,0.7,108.9,25.57,90,67,3.18,ID,1722814372
406,kodinsk,58.6881,99.1844,16.62,68,15,0.33,RU,1722814373
407,betio village,1.358,172.9211,30.02,68,54,6.47,KI,1722814374
408,miramichi,47.0043,-65.4654,21.35,93,100,2.44,CA,1722814375
409,sinabang,2.4803,96.3801,25.66,86,97,1.78,ID,1722814338
410,bengkulu,-3.8004,102.2655,23.93,93,70,3.48,ID,1722814377
411,derzhavinsk,51.1,66.3167,17.43,65,4,3.42,KZ,1722814378
412,ylitornio,66.3089,23.6773,12.07,80,26,1.08,FI,1722814379
413,hobyo,5.3505,48.5268,24.28,83,64,11.54,SO,1722814381
414,al jawf,29.5,38.75,26.39,26,3,3.05,SA,1722814382
415,robertsport,6.7533,-11.3686,25.2,84,100,2.92,LR,1722814383
416,katabu,-4.9333,122.5167,25.51,81,75,2.33,ID,1722814385
417,rudnyy,52.9594,63.1206,15.13,93,16,3.05,KZ,1722814386
418,tarawa,1.419,172.984,30.05,70,20,4.12,KI,1722814388
419,sao vicente,-23.9631,-46.3919,30.1,60,74,0.78,BR,1722814238
420,havre,49.5833,0.3333,14.87,77,0,1.03,FR,1722814390
421,broome,42.2506,-75.833,26.59,75,5,1.67,US,1722814391
422,hola,51.5377,23.1902,19.1,70,100,2.96,PL,1722814392
423,howrah,22.5892,88.3103,29.0,94,75,2.06,IN,1722814393
424,freetown,8.484,-13.2299,25.84,83,75,4.63,SL,1722814395
425,nova sintra,14.8667,-24.7167,26.59,78,100,2.8,CV,1722814396
426,manokwari,-0.8667,134.0833,23.7,95,100,1.19,ID,1722814397
427,khandud,36.9513,72.318,17.67,51,0,2.57,AF,1722814398
428,popondetta,-8.7537,148.2534,26.8,72,100,1.03,PG,1722814399
429,afaahiti,-17.75,-149.2833,26.93,72,44,5.05,PF,1722814400
430,kabalo,-6.05,26.9167,24.01,28,1,1.69,CD,1722814401
431,umm kaddadah,13.6017,26.6876,24.86,73,73,5.26,SD,1722814402
432,floro,61.5996,5.0328,14.98,82,100,2.06,NO,1722814404
433,grootfontein,-19.5667,18.1167,16.76,23,0,2.57,NA,1722814405
434,la ronge,55.1001,-105.2842,21.14,35,100,2.57,CA,1722814406
435,usogorsk,63.4106,48.6872,15.17,91,99,2.72,RU,1722814407
436,esil,51.9556,66.4042,16.38,76,20,3.5,KZ,1722814408
437,olyokminsk,60.3736,120.4264,15.07,97,100,2.77,RU,1722814409
438,neiafu,-18.65,-173.9833,26.38,89,75,1.03,TO,1722814410
439,lerwick,60.1545,-1.1494,15.0,90,100,9.98,GB,1722814411
440,upata,8.0086,-62.3989,26.77,94,100,1.27,VE,1722814413
441,el tigre,8.8875,-64.2454,25.47,78,100,2.47,VE,1722814414
442,vernon,50.2581,-119.2691,38.2,21,78,1.54,CA,1722814189
443,lionel town,17.8101,-77.2406,31.94,82,35,4.0,JM,1722814416
444,bunia,1.5667,30.25,17.02,93,48,1.17,CD,1722814417
445,chauk,20.8833,94.8167,25.55,90,100,4.43,MM,1722814418
446,new norfolk,-42.7826,147.0587,12.18,60,66,2.74,AU,1722814419
447,gizo,-8.103,156.8419,26.42,83,100,2.66,SB,1722814422
448,angaur state,6.906,134.13,28.64,74,85,5.23,PW,1722814423
449,dunedin,-45.8742,170.5036,10.17,60,72,1.4,NZ,1722814424
450,siquijor,9.2142,123.515,27.8,76,100,5.34,PH,1722814425
451,cedral,23.8,-100.7333,27.43,28,2,6.09,MX,1722814426
452,semnan,35.5729,53.3971,29.51,25,21,4.27,IR,1722814427
453,zhabinka,52.1984,24.0115,19.33,51,100,2.03,BY,1722814429
454,crete,35.1558,24.895,19.73,54,0,1.17,GR,1722814430
455,bouca,6.5105,18.2733,20.33,98,100,1.04,CF,1722814431
456,ixtapa,20.7,-105.2,31.79,70,40,4.63,MX,1722814432
457,nurota,40.5614,65.6886,24.19,27,0,3.69,UZ,1722814433
458,puerto carreno,6.189,-67.4859,27.53,82,82,0.47,CO,1722814434
459,sitia,35.2,26.0986,27.77,70,0,2.6,GR,1722814435
460,prince rupert,54.3161,-130.3201,17.05,85,0,5.66,CA,1722814437
461,lagos,6.5833,3.75,27.18,86,74,1.81,NG,1722814021
462,tidjikja,18.5564,-11.4271,30.57,59,17,5.82,MR,1722814439
463,nagqu,31.5,92.0,4.39,81,0,1.17,CN,1722814440
464,cabo san lucas,22.8909,-109.9124,33.61,48,20,4.12,MX,1722814441
465,lata,40.1629,-8.3327,17.82,97,4,1.15,PT,1722814442
466,suruc,36.9761,38.425,26.87,56,0,2.95,TR,1722814443
467,falun,60.6036,15.626,13.86,95,61,0.91,SE,1722814444
468,dakhla,23.6848,-15.958,20.43,94,39,3.34,EH,1722814446
469,darhan,49.4867,105.9228,17.49,76,53,1.51,MN,1722814447
470,ardakan,32.31,54.0175,32.99,15,24,5.8,IR,1722814448
471,kapuskasing,49.4169,-82.4331,21.05,45,20,5.66,CA,1722814322
472,toliara,-23.35,43.6667,18.64,71,0,2.35,MG,1722814450
473,noumea,-22.2763,166.4572,21.67,99,28,6.05,NC,1722814451
474,camana,-16.6228,-72.7111,15.53,83,45,3.3,PE,1722814452
475,usinsk,65.9939,57.5281,13.12,83,100,9.22,RU,1722814454
476,ribeira brava,32.65,-17.0667,23.35,67,0,3.39,PT,1722814455
477,luwuk,-0.9516,122.7875,24.75,77,81,2.92,ID,1722814456
478,armidale,-30.5167,151.65,11.95,57,100,4.09,AU,1722814457
479,sinop,41.7711,34.8709,18.61,52,12,1.21,TR,1722814458
480,umea,63.8284,20.2597,13.96,94,0,2.06,SE,1722814459
481,urangan,-25.3,152.9,19.21,65,53,4.29,AU,1722814460
482,oriximina,-1.7656,-55.8661,27.93,45,17,1.57,BR,1722814461
483,richards bay,-28.783,32.0377,19.84,67,49,7.95,ZA,1722814463
484,plastun,44.7561,136.2939,18.52,58,70,1.74,RU,1722814464
485,mareeba,-17.0,145.4333,17.49,59,9,3.7,AU,1722814465
486,cole harbour,44.6724,-63.4751,21.65,92,98,6.69,CA,1722814466
487,los zacatones,22.95,-102.05,26.91,24,13,6.96,MX,1722814467
488,goba,7.0167,39.9833,11.27,93,100,0.98,ET,1722814468
489,moab,38.5733,-109.5498,30.9,41,56,6.3,US,1722814469
490,lethem,3.3803,-59.7968,25.86,82,92,0.87,GY,1722814471
491,semirom,31.4167,51.5667,19.35,27,29,1.54,IR,1722814472
492,abalak,58.1286,68.5944,13.66,94,79,0.82,RU,1722814473
493,hasaki,35.7333,140.8333,29.22,73,2,1.77,JP,1722814474
494,inarajan village,13.2736,144.7484,28.55,87,98,5.19,GU,1722814475
495,vorgashor,67.5833,63.95,7.12,70,96,5.48,RU,1722814308
496,korla,41.7597,86.1469,29.07,28,25,2.9,CN,1722814477
497,kill devil hills,36.0307,-75.676,26.66,86,0,6.17,US,1722814442
498,ajaccio,42.0,8.9167,24.03,87,0,2.06,FR,1722814480
499,teluknaga,-6.0989,106.6381,26.21,88,40,3.09,ID,1722814481
500,kapit,2.0167,112.9333,23.59,98,100,1.14,MY,1722814482
501,tralee,52.2704,-9.7026,17.22,97,94,3.17,IE,1722814324
502,verkhnevilyuysk,63.4453,120.3167,18.54,45,85,3.82,RU,1722814484
503,palangkaraya,-2.2,113.8333,24.34,80,23,1.35,ID,1722814485
504,ancud,-41.8697,-73.8203,7.96,93,100,7.93,CL,1722814486
505,contamana,-7.3333,-75.0167,28.63,54,51,1.81,PE,1722814488
506,saint-philippe,-21.3585,55.7679,17.77,80,34,2.99,RE,1722814489
507,pontiac,42.6389,-83.2911,29.96,63,75,0.0,US,1722814491
508,buenaventura,3.8801,-77.0312,23.93,96,100,0.92,CO,1722814492
509,masterton,-40.9597,175.6575,11.05,70,56,1.66,NZ,1722814493
510,pyin oo lwin,22.0333,96.4667,19.14,99,100,0.7,MM,1722814494
511,cape coast,5.1053,-1.2466,24.19,82,100,2.91,GH,1722814496
512,ishikawa,26.4233,127.8214,31.69,75,40,6.71,JP,1722814497
513,saudarkrokur,65.7461,-19.6394,11.81,75,94,4.42,IS,1722814498
514,sao gabriel da cachoeira,-0.1303,-67.0892,23.61,91,98,1.06,BR,1722814499
515,hadibu,12.65,54.0333,25.46,83,86,10.04,YE,1722814500
516,soure,-0.7167,-48.5233,24.9,79,11,5.52,BR,1722814501
517,quatre cocos,-20.2078,57.7625,18.94,73,10,3.84,MU,1722814503
518,pemangkat,1.1667,108.9667,26.45,85,97,2.59,ID,1722814504
519,niquelandia,-14.4739,-48.4597,21.58,33,0,1.99,BR,1722814505
520,turpan,42.9333,89.1667,36.06,21,85,0.79,CN,1722814506
521,kirando,-7.4167,30.6,22.32,41,4,3.22,TZ,1722814507
522,ciudad rio bravo,25.9833,-98.1,36.95,41,40,5.14,MX,1722814508
523,waingapu,-9.6567,120.2641,25.68,67,62,5.95,ID,1722814509
524,lycksele,64.5954,18.6735,13.93,100,40,0.0,SE,1722814510
525,oltinko'l,40.8011,72.1634,27.38,24,5,2.62,UZ,1722814512
526,al bawiti,28.3492,28.8659,27.05,28,41,1.92,EG,1722814513
527,san andres,12.5847,-81.7006,31.01,74,20,4.63,CO,1722814514
528,la passe,45.5549,-0.8967,20.13,91,0,3.25,FR,1722814515
529,cestos city,5.46,-9.5828,24.22,84,84,2.62,LR,1722814517
530,sandnessjoen,66.0217,12.6316,17.29,77,18,5.66,NO,1722814518
531,karratha,-20.7377,116.8463,17.05,61,0,7.42,AU,1722814522
532,sidney,-33.8679,151.2073,11.84,85,100,2.57,AU,1722814359
533,mili,6.0815,171.735,28.66,76,50,6.14,MH,1722814524
534,waiuku,-37.25,174.75,15.53,74,70,1.79,NZ,1722814525
535,shar'ya,58.3686,45.5144,13.25,97,59,1.81,RU,1722814526
536,codrington,-38.2667,141.9667,9.37,62,92,3.22,AU,1722814321
537,katsuren-haebaru,26.3369,127.8719,31.72,75,40,6.69,JP,1722814529
538,walvis bay,-22.9575,14.5053,11.16,81,14,2.06,NA,1722814530
539,palikir - national government center,6.9248,158.1611,31.41,74,75,4.63,FM,1722814531
540,hotan,37.0997,79.9269,26.87,36,99,2.44,CN,1722814532
541,amga,60.8953,131.9608,19.19,48,98,4.61,RU,1722814533
542,coquimbo,-29.9533,-71.3436,12.77,70,100,2.57,CL,1722814311
543,abepura,-2.6333,140.5833,26.45,89,20,3.09,ID,1722814537
544,sittwe,20.15,92.9,26.67,86,100,1.62,MM,1722814538
545,maymana,35.9214,64.7836,24.82,22,0,0.7,AF,1722814539
546,geraldton,-28.7667,114.6,7.23,93,0,3.6,AU,1722814540
547,wellington,-41.2866,174.7756,11.7,64,20,4.12,NZ,1722814541
548,marka,1.7159,44.7717,24.02,71,99,7.14,SO,1722814542
549,aldinga beach,-35.2793,138.4604,11.48,81,100,2.69,AU,1722814543
550,pathalgaon,22.5667,83.4667,22.32,99,47,1.22,IN,1722814545
551,guanica,17.9716,-66.908,29.99,62,38,6.28,PR,1722814546
552,rosarito,32.3333,-117.0333,33.9,64,80,4.4,MX,1722814270
553,uusikaupunki,60.8004,21.4084,15.36,88,53,2.2,FI,1722814299
554,kamaishi,39.2667,141.8833,27.26,79,18,1.37,JP,1722814550
555,ambon,-3.6954,128.1814,26.04,95,75,1.54,ID,1722814551
556,illizi,26.4833,8.4667,33.89,18,44,3.02,DZ,1722814375
557,ingeniero guillermo n. juarez,-23.9,-61.85,23.67,54,18,2.03,AR,1722814554
558,callao,-12.0667,-77.15,18.73,72,75,5.14,PE,1722814140
559,aoulef,26.9667,1.0833,37.8,10,10,3.26,DZ,1722814556
560,taman',45.2117,36.7161,24.23,78,0,4.98,RU,1722814557
561,ndibene dahra,15.3338,-15.4766,25.99,77,97,3.75,SN,1722814558
562,jining,35.405,116.5814,25.82,86,100,1.32,CN,1722814559
563,quibdo,5.6947,-76.6611,23.67,96,99,0.72,CO,1722814560
564,hammerfest,70.6634,23.6821,18.25,68,0,2.06,NO,1722814501
565,chicoana,-25.1009,-65.5331,17.03,45,0,1.84,AR,1722814563
566,paradip garh,20.3167,86.6167,27.87,89,100,3.21,IN,1722814564
567,tanggu,39.0211,117.6469,25.98,75,73,1.4,CN,1722814565
568,estes park,40.3772,-105.5217,27.63,37,98,5.81,US,1722814566
569,izhmorskiy,56.194,86.6414,16.4,97,92,3.79,RU,1722814567
570,nuku'alofa,-21.1333,-175.2,22.19,88,100,2.57,TO,1722814568
571,phan rang-thap cham,11.5667,108.9833,26.67,77,75,0.79,VN,1722814569
572,najran,17.4924,44.1277,31.36,28,100,1.91,SA,1722814571
573,kruisfontein,-34.0033,24.7314,8.27,64,60,5.94,ZA,1722814572
574,vangaindrano,-23.35,47.6,17.57,92,47,2.72,MG,1722814573
575,luau,-10.7073,22.2247,18.29,29,27,1.65,AO,1722814574
576,myeik,12.4333,98.6,26.14,84,100,0.78,MM,1722814575
